"arvore";"dap";"ht";"hi";"dicc";"disc"
128;40,93;20,53;15,4;18,37;16,67
128;40,93;20,53;17,45;8,85;8,25
128;40,93;20,53;19,5;3,41;3,01
129;34,09;16,21;0,09;44,56;35,76
129;34,09;16,21;0,16;43,19;35,99
129;34,09;16,21;0,32;41,16;33,96
129;34,09;16,21;0,49;38,55;31,45
129;34,09;16,21;0,65;37,24;30,24
129;34,09;16,21;0,81;36,19;29,59
129;34,09;16,21;1,62;33,39;28,09
129;34,09;16,21;2,43;31,32;27,02
129;34,09;16,21;4,05;28,78;25,08
129;34,09;16,21;5,69;28,65;25,35
129;34,09;16,21;7,29;24,32;21,92
129;34,09;16,21;8,89;21,2;19,6
129;34,09;16,21;10,54;16,04;14,54
129;34,09;16,21;12,16;10,25;9,45
129;34,09;16,21;13,78;6,53;6,13
129;34,09;16,21;15,4;2,96;2,76
130;24,61;17,36;0,09;34,95;26,65
130;24,61;17,36;0,17;32,66;24,86
130;24,61;17,36;0,35;31,07;23,57
130;24,61;17,36;0,52;28,46;21,66
130;24,61;17,36;0,69;27,5;21,2
130;24,61;17,36;0,87;26,07;20,27
130;24,61;17,36;1,74;24,32;18,92
130;24,61;17,36;2,6;22,31;17,81
130;24,61;17,36;4,34;19,83;15,83
130;24,61;17,36;6,08;18,4;14,8
130;24,61;17,36;7,81;16,77;14,27
130;24,61;17,36;9,55;15,76;14,16
130;24,61;17,36;11,28;13,24;12,24
130;24,61;17,36;13,02;10,12;9,22
130;24,61;17,36;14,76;7,48;6,98
130;24,61;17,36;16,49;3,31;3,11
131;46,06;19,21;0,13;53,73;45,03
131;46,06;19,21;0,19;50,93;42,23
131;46,06;19,21;0,38;49,85;41,15
131;46,06;19,21;0,58;48,26;39,76
131;46,06;19,21;0,77;46,09;37,69
131;46,06;19,21;0,96;46,09;39,59
131;46,06;19,21;1,92;43,39;37,39
131;46,06;19,21;2,88;41,95;36,45
131;46,06;19,21;4,8;38,77;34,97
131;46,06;19,21;6,72;37,18;33,48
131;46,06;19,21;8,64;33,2;29,8
131;46,06;19,21;10,57;29,79;27,09
131;46,06;19,21;12,49;25,4;23,5
131;46,06;19,21;14,41;20,4;18,9
131;46,06;19,21;16,33;10,66;9,76
131;46,06;19,21;18,25;2,13;1,93
132;11,87;9,92;0,1;17,16;13,06
132;11,87;9,92;0,15;17,09;12,99
132;11,87;9,92;0,2;16,71;13,21
132;11,87;9,92;0,3;15,5;12,4
132;11,87;9,92;0,4;14,93;12,13
132;11,87;9,92;0,5;13,69;11,49
132;11,87;9,92;0,99;12,38;10,68
132;11,87;9,92;1,49;11,68;10,08
132;11,87;9,92;2,48;11,01;10,21
132;11,87;9,92;3,47;10,12;9,32
132;11,87;9,92;4,46;9,33;8,63
132;11,87;9,92;5,46;8,18;7,68
132;11,87;9,92;6,45;6,97;6,57
132;11,87;9,92;7,44;5,35;5,15
132;11,87;9,92;8,43;3,5;3,5
132;11,87;9,92;9,42;1,91;1,91
133;18,21;18,43;0,05;22,06;17,46
133;18,21;18,43;0,18;20,69;16,09
133;18,21;18,43;0,36;19,61;15,01
133;18,21;18,43;0,55;19,42;14,82
133;18,21;18,43;0,73;19,42;15,32
133;18,21;18,43;0,92;18,3;15,1
133;18,21;18,43;1,84;17,44;14,44
133;18,21;18,43;2,76;17,28;15,58
133;18,21;18,43;4,6;15,92;14,92
133;18,21;18,43;6,45;14,51;13,71
133;18,21;18,43;8,29;13,15;12,35
133;18,21;18,43;10,13;11,78;11,18
133;18,21;18,43;11,97;9,61;9,01
133;18,21;18,43;13,82;7,64;7,34
133;18,21;18,43;15,66;5,86;5,66
133;18,21;18,43;17,5;3,25;3,05
134;12,73;12,7;0,07;16,04;12,24
134;12,73;12,7;0,12;16,01;12,21
134;12,73;12,7;0,25;15,06;11,26
134;12,73;12,7;0,38;14,8;11
134;12,73;12,7;0,5;14,32;11,02
134;12,73;12,7;0,63;13,81;11,51
134;12,73;12,7;1,27;12,83;10,83
134;12,73;12,7;1,9;12,41;11,31
134;12,73;12,7;3,17;11,24;10,24
134;12,73;12,7;4,44;10,57;9,87
134;12,73;12,7;5,71;9,36;8,76
134;12,73;12,7;6,98;8,4;8
134;12,73;12,7;8,25;6,49;6,09
134;12,73;12,7;9,52;5,41;5,21
134;12,73;12,7;10,79;3,82;3,62
134;12,73;12,7;12,06;1,91;1,91
135;15,06;12,85;0,04;19,74;15,34
135;15,06;12,85;0,12;18,14;14,14
135;15,06;12,85;0,25;17,83;15,03
135;15,06;12,85;0,38;17,44;14,94
135;15,06;12,85;0,51;17,19;15,29
135;15,06;12,85;0,64;16,55;15,25
135;15,06;12,85;1,28;14,96;13,76
135;15,06;12,85;1,92;14,16;12,96
135;15,06;12,85;3,21;12,73;11,83
135;15,06;12,85;4,49;11,52;10,72
135;15,06;12,85;5,78;10;9,4
135;15,06;12,85;7,06;8,28;7,78
135;15,06;12,85;8,35;6,94;6,54
135;15,06;12,85;9,63;5,06;4,86
135;15,06;12,85;10,92;3,82;3,82
135;15,06;12,85;12,2;2,55;2,55
136;10,63;14,14;0,04;14,64;10,54
136;10,63;14,14;0,14;14,01;9,91
136;10,63;14,14;0,28;12,89;8,89
136;10,63;14,14;0,42;12,41;9,11
136;10,63;14,14;0,56;11,59;8,59
136;10,63;14,14;0,7;11,46;8,86
136;10,63;14,14;1,41;10,92;9,12
136;10,63;14,14;2,12;9,93;8,33
136;10,63;14,14;3,53;8,72;7,72
136;10,63;14,14;4,94;8,02;7,22
136;10,63;14,14;6,36;7,04;6,44
136;10,63;14,14;7,77;6,18;5,68
136;10,63;14,14;9,19;5,35;4,95
136;10,63;14,14;10,6;4,62;4,42
136;10,63;14,14;12,01;3,92;3,72
136;10,63;14,14;13,43;2,23;2,23
137;11,78;13,6;0,04;14,96;10,16
137;11,78;13,6;0,13;14,58;9,78
137;11,78;13,6;0,27;13,4;9,3
137;11,78;13,6;0,4;12,8;9,1
137;11,78;13,6;0,54;12,54;8,84
137;11,78;13,6;0,68;11,97;8,77
137;11,78;13,6;1,36;11,14;8,84
137;11,78;13,6;2,04;10,5;9
137;11,78;13,6;3,4;9,87;8,37
137;11,78;13,6;4,76;9,3;8,4
137;11,78;13,6;6,12;8,91;8,11
137;11,78;13,6;7,48;7,96;7,16
137;11,78;13,6;8,84;7;6,5
137;11,78;13,6;10,2;5,95;5,45
137;11,78;13,6;11,56;3,18;2,98
137;11,78;13,6;12,92;1,91;1,91
138;15,98;12,87;0,06;21,17;16,27
138;15,98;12,87;0,12;20,37;15,67
138;15,98;12,87;0,25;19,48;14,88
138;15,98;12,87;0,38;18,46;14,76
138;15,98;12,87;0,51;17,51;14,01
138;15,98;12,87;0,64;17,35;14,05
138;15,98;12,87;1,28;15,98;12,78
138;15,98;12,87;1,93;15,28;12,78
138;15,98;12,87;3,21;13,69;11,39
138;15,98;12,87;4,5;12,1;10,8
138;15,98;12,87;5,79;9,49;8,69
138;15,98;12,87;7,07;8,28;7,58
138;15,98;12,87;8,36;6,27;5,77
138;15,98;12,87;9,65;5,16;4,76
138;15,98;12,87;10,93;3,44;3,14
138;15,98;12,87;12,22;1,59;1,59
139;33,58;20,18;0,12;42,46;33,76
139;33,58;20,18;0,2;39,66;30,96
139;33,58;20,18;0,4;38,04;29,54
139;33,58;20,18;0,61;37,91;29,41
139;33,58;20,18;0,81;37,05;28,85
139;33,58;20,18;1,01;34,82;27,52
139;33,58;20,18;2,02;32,34;26,54
139;33,58;20,18;3,03;31,07;25,77
139;33,58;20,18;5,05;27,92;23,32
139;33,58;20,18;7,06;24,99;21,89
139;33,58;20,18;9,08;23,52;20,92
139;33,58;20,18;11,03;20,5;18,7
139;33,58;20,18;13,12;17,09;15,69
139;33,58;20,18;15,14;13,53;12,23
139;33,58;20,18;17,15;8,85;7,85
139;33,58;20,18;19,17;3,28;3,08
140;44,28;20,53;0,12;54,81;46,81
140;44,28;20,53;0,21;51,25;43,75
140;44,28;20,53;0,41;49,18;41,88
140;44,28;20,53;0,62;47,27;40,77
140;44,28;20,53;0,82;46,38;40,38
140;44,28;20,53;1,03;44,6;38,7
140;44,28;20,53;2,05;41,83;36,03
140;44,28;20,53;3,08;39,66;34,46
140;44,28;20,53;5,13;38,13;34,63
140;44,28;20,53;7,24;34,73;31,53
140;44,28;20,53;9,24;31,39;29,39
140;44,28;20,53;11,29;28,62;27,02
140;44,28;20,53;13,34;23,52;22,12
140;44,28;20,53;15,4;16,39;15,29
140;44,28;20,53;17,45;9,3;8,8
140;44,28;20,53;19,5;3,22;3,02
141;22,95;15,33;0,07;30,49;23,99
141;22,95;15,33;0,15;28,74;22,64
141;22,95;15,33;0,31;28,3;22,3
141;22,95;15,33;0,46;26,83;20,93
141;22,95;15,33;0,61;25,56;20,16
141;22,95;15,33;0,77;24,51;19,81
141;22,95;15,33;1,53;22,95;18,65
141;22,95;15,33;2,3;21,9;18,6
141;22,95;15,33;3,83;19,67;17,67
141;22,95;15,33;5,37;17,41;15,51
141;22,95;15,33;6,9;17,09;15,29
141;22,95;15,33;8,51;13,66;12,46
141;22,95;15,33;9,96;11,87;10,87
141;22,95;15,33;11,5;9,3;8,6
141;22,95;15,33;13,03;5,67;5,07
141;22,95;15,33;14,56;2,1;1,9
142;26,64;17,72;0,07;32,69;25,99
142;26,64;17,72;0,18;30,62;23,92
142;26,64;17,72;0,35;29,98;24,08
142;26,64;17,72;0,53;29,28;23,38
142;26,64;17,72;0,71;28,9;23,2
142;26,64;17,72;0,89;27,92;22,42
142;26,64;17,72;1,77;24,73;20,03
142;26,64;17,72;2,66;22,57;18,47
142;26,64;17,72;4,48;20,47;18,47
142;26,64;17,72;6,2;19,13;17,63
142;26,64;17,72;7,97;17,7;16,5
142;26,64;17,72;9,75;15,72;14,62
142;26,64;17,72;11,52;12,89;11,89
142;26,64;17,72;13,29;10,15;9,35
142;26,64;17,72;15,06;6,4;5,7
142;26,64;17,72;16,83;3,02;2,62
143;34,63;18,27;0,03;47,27;33,87
143;34,63;18,27;0,18;42,05;29,75
143;34,63;18,27;0,37;40,23;28,43
143;34,63;18,27;0,55;37,56;26,56
143;34,63;18,27;0,73;36,86;26,36
143;34,63;18,27;0,91;35,94;28,64
143;34,63;18,27;1,83;32,44;25,64
143;34,63;18,27;2,74;30,4;25,9
143;34,63;18,27;4,57;27,79;25,49
143;34,63;18,27;6,42;25,46;23,36
143;34,63;18,27;8,22;24,03;21,93
143;34,63;18,27;10,05;20,98;18,98
143;34,63;18,27;11,88;17,32;15,52
143;34,63;18,27;13,77;11,68;10,38
143;34,63;18,27;15,53;5,09;4,49
143;34,63;18,27;17,36;2,04;1,84
144;43,8;21,55;0,12;60,48;50,48
144;43,8;21,55;0,22;52,04;42,04
144;43,8;21,55;0,43;48,61;39,11
144;43,8;21,55;0,65;46,66;38,86
144;43,8;21,55;0,86;45,74;37,94
144;43,8;21,55;1,08;44,82;37,32
144;43,8;21,55;2,15;41,06;34,06
144;43,8;21,55;3,23;38,01;32,41
144;43,8;21,55;5,39;34,03;30,03
144;43,8;21,55;7,54;31,26;27,66
144;43,8;21,55;9,7;28,65;26,05
144;43,8;21,55;11,85;26,07;24,37
144;43,8;21,55;14,01;23,05;21,55
144;43,8;21,55;16,16;17,86;16,46
144;43,8;21,55;18,36;9,45;8,55
144;43,8;21,55;20,47;2,55;2,35
145;18,78;12,63;0,03;26,17;22,07
145;18,78;12,63;0,13;23,87;20,27
145;18,78;12,63;0,25;22,6;19,1
145;18,78;12,63;0,38;21,42;18,22
145;18,78;12,63;0,51;20,59;17,49
145;18,78;12,63;0,63;19,86;16,86
145;18,78;12,63;1,26;18,97;16,17
145;18,78;12,63;1,89;17,92;15,32
145;18,78;12,63;3,16;16,14;13,94
145;18,78;12,63;4,42;14,55;13,05
145;18,78;12,63;5,68;13,34;12,14
145;18,78;12,63;6,95;12,03;10,93
145;18,78;12,63;8,21;10,22;9,82
145;18,78;12,63;9,47;7,51;7,31
145;18,78;12,63;10,74;3,95;3,75
145;18,78;12,63;12;1,75;1,75
146;11,68;9,16;0,07;17,48;12,38
146;11,68;9,16;0,09;16,81;12,81
146;11,68;9,16;0,18;16,36;12,36
146;11,68;9,16;0,27;15,85;12,35
146;11,68;9,16;0,37;15,18;11,98
146;11,68;9,16;0,46;13,88;11,28
146;11,68;9,16;0,95;12,51;10,61
146;11,68;9,16;1,37;11,49;9,69
146;11,68;9,16;2,29;10,22;9,22
146;11,68;9,16;3,21;9,33;8,53
146;11,68;9,16;4,12;8,31;7,71
146;11,68;9,16;5,04;7,45;6,95
146;11,68;9,16;5,95;5,98;5,58
146;11,68;9,16;6,87;4,68;4,28
146;11,68;9,16;7,79;3,28;3,08
146;11,68;9,16;8,7;1,91;1,91
147;52,04;21,47;0,1;62,45;51,15
147;52,04;21,47;0,21;60;49,5
147;52,04;21,47;0,43;59,05;48,75
147;52,04;21,47;0,64;55,51;45,51
147;52,04;21,47;0,86;53,79;44,19
147;52,04;21,47;1,07;52,87;44,07
147;52,04;21,47;2,15;50,13;42,83
147;52,04;21,47;3,22;46,73;40,73
147;52,04;21,47;5,37;40,78;35,48
147;52,04;21,47;7,51;38,23;33,23
147;52,04;21,47;9,66;32,66;29,86
147;52,04;21,47;11,81;29,22;26,72
147;52,04;21,47;13,96;24,26;22,36
147;52,04;21,47;16,1;18,24;16,94
147;52,04;21,47;18,25;12,06;10,96
147;52,04;21,47;20,4;3,82;3,42
148;36,61;17,3;0,05;47,65;39,15
148;36,61;17,3;0,17;44,81;36,61
148;36,61;17,3;0,34;42,35;34,85
148;36,61;17,3;0,51;41,26;34,06
148;36,61;17,3;0,68;39,54;33,14
148;36,61;17,3;0,85;37,48;32,18
148;36,61;17,3;1,7;35,65;31,65
148;36,61;17,3;2,55;34,09;30,29
148;36,61;17,3;4,26;30,97;28,67
148;36,61;17,3;5,96;29,28;27,48
148;36,61;17,3;7,66;28,04;26,34
148;36,61;17,3;9,37;23,43;22,53
148;36,61;17,3;11,07;20,47;19,97
148;36,61;17,3;12,77;13,05;12,65
148;36,61;17,3;14,48;7,51;7,31
148;36,61;17,3;16,18;3,06;2,86
149;29,92;17,95;0,06;38,93;33,33
149;29,92;17,95;0,18;36,72;31,32
149;29,92;17,95;0,36;33,33;28,33
149;29,92;17,95;0,54;32,07;27,37
149;29,92;17,95;0,72;30,65;26,55
149;29,92;17,95;0,9;29,93;26,13
149;29,92;17,95;1,79;29,73;26,13
149;29,92;17,95;2,69;28,78;25,48
149;29,92;17,95;4,49;27,12;23,92
149;29,92;17,95;6,28;24,61;22,11
149;29,92;17,95;8,08;22,6;20,4
149;29,92;17,95;9,87;21,29;19,09
149;29,92;17,95;11,73;17,92;16,32
149;29,92;17,95;13,46;15,76;15,06
149;29,92;17,95;15,26;5,89;5,39
149;29,92;17,95;17,05;1,91;1,71
150;41,63;19,1;0,07;53,08;44,88
150;41,63;19,1;0,19;47,79;41,99
150;41,63;19,1;0,38;42,95;37,75
150;41,63;19,1;0,57;42,44;37,24
150;41,63;19,1;0,76;41,46;36,26
150;41,63;19,1;0,95;40,58;35,68
150;41,63;19,1;1,91;39,47;35,67
150;41,63;19,1;2,87;37,31;34,81
150;41,63;19,1;4,78;35,97;33,47
150;41,63;19,1;6,76;33,39;31,39
150;41,63;19,1;8,6;30,43;28,93
150;41,63;19,1;10,57;27,95;26,45
150;41,63;19,1;12,41;24,38;23,08
150;41,63;19,1;14,32;14,29;13,49
150;41,63;19,1;16,23;7,1;6,9
150;41,63;19,1;18,18;2,67;2,47
151;28,65;20,94;0,07;34,46;29,76
151;28,65;20,94;0,21;32,57;28,27
151;28,65;20,94;0,42;30,22;26,52
151;28,65;20,94;0,63;29,08;25,78
151;28,65;20,94;0,84;27,95;25,15
151;28,65;20,94;1,05;27,95;25,15
151;28,65;20,94;2,09;27,85;25,75
151;28,65;20,94;3,14;26,36;24,46
151;28,65;20,94;5,24;25,62;24,22
151;28,65;20,94;7,33;24,16;22,96
151;28,65;20,94;9,42;23,14;22,04
151;28,65;20,94;11,52;20,24;19,54
151;28,65;20,94;13,61;18,3;17,8
151;28,65;20,94;15,7;15,28;14,88
151;28,65;20,94;17,8;9,14;8,94
151;28,65;20,94;19,85;3,82;3,62
152;44,12;21,29;0,02;58,62;49,02
152;44,12;21,29;0,21;53,06;44,56
152;44,12;21,29;0,43;48,32;41,22
152;44,12;21,29;0,64;46,37;40,17
152;44,12;21,29;0,85;45,76;39,66
152;44,12;21,29;1,07;45,37;39,57
152;44,12;21,29;2,13;44,09;39,89
152;44,12;21,29;3,19;41,83;37,83
152;44,12;21,29;5,4;38,29;35,79
152;44,12;21,29;7,45;34,85;32,55
152;44,12;21,29;9,58;32,47;30,37
152;44,12;21,29;11,71;27,15;26,15
152;44,12;21,29;13,84;23,3;22,6
152;44,12;21,29;15,97;16,93;16,33
152;44,12;21,29;18,1;9,96;9,56
152;44,12;21,29;20,23;4,14;3,84
154;37,37;21,2;0,07;48,08;41,38
154;37,37;21,2;0,21;44,95;38,45
154;37,37;21,2;0,42;40,33;35,33
154;37,37;21,2;0,64;38,45;33,45
154;37,37;21,2;0,85;37,24;32,24
154;37,37;21,2;1,06;36,68;32,18
154;37,37;21,2;2,12;34,95;30,95
154;37,37;21,2;3,18;32,69;29,69
154;37,37;21,2;5,3;29,48;26,78
154;37,37;21,2;7,42;27,95;25,65
154;37,37;21,2;9,54;25,34;23,54
154;37,37;21,2;11,66;23,05;21,55
154;37,37;21,2;13,78;19,74;18,54
154;37,37;21,2;15,9;15,18;14,38
154;37,37;21,2;18,02;9,9;9,3
154;37,37;21,2;20,14;3,44;3,24
155;18,46;15,27;0,08;22,31;17,51
155;18,46;15,27;0,15;22,21;17,51
155;18,46;15,27;0,31;20,51;16,01
155;18,46;15,27;0,46;19,56;15,06
155;18,46;15,27;0,61;19,42;15,22
155;18,46;15,27;0,76;18,77;14,67
155;18,46;15,27;1,53;18,43;15,93
155;18,46;15,27;2,29;16,58;14,08
155;18,46;15,27;3,82;14,96;12,56
155;18,46;15,27;5,34;12,61;10,91
155;18,46;15,27;6,87;11,78;10,18
155;18,46;15,27;8,4;11,05;9,95
155;18,46;15,27;9,93;8,72;7,82
155;18,46;15,27;11,45;7,26;6,56
155;18,46;15,27;12,98;5,16;4,56
155;18,46;15,27;14,51;2,48;2,08
156;20,21;17,48;0,05;28,86;24,06
156;20,21;17,48;0,17;26,88;22,38
156;20,21;17,48;0,35;23,32;19,32
156;20,21;17,48;0,52;21,77;18,27
156;20,21;17,48;0,7;21,23;17,73
156;20,21;17,48;0,87;20,78;17,28
156;20,21;17,48;1,75;20,53;18,53
156;20,21;17,48;2,62;18,46;16,46
156;20,21;17,48;4,37;16,9;15
156;20,21;17,48;6,12;16,62;14,92
156;20,21;17,48;7,87;14,13;13,13
156;20,21;17,48;9,61;12,32;11,42
156;20,21;17,48;11,36;11,3;10,5
156;20,21;17,48;13,11;10,19;9,59
156;20,21;17,48;14,86;6,56;6,06
156;20,21;17,48;16,61;2,55;2,35
157;44,66;22,74;0,02;59,11;50,61
157;44,66;22,74;0,23;54,9;47,4
157;44,66;22,74;0,45;50,83;44,53
157;44,66;22,74;0,68;48,08;42,18
157;44,66;22,74;0,91;47,44;41,54
157;44,66;22,74;1,14;45,83;40,33
157;44,66;22,74;2,27;42,34;38,04
157;44,66;22,74;3,41;40,65;36,75
157;44,66;22,74;5,68;37,88;34,98
157;44,66;22,74;7,96;35,21;32,71
157;44,66;22,74;10,23;32,44;30,74
157;44,66;22,74;12,51;28,9;27,4
157;44,66;22,74;14,78;20,94;19,54
157;44,66;22,74;17,06;16,81;16,11
157;44,66;22,74;19,33;10,63;10,23
157;44,66;22,74;21,6;2,9;2,7
158;30,02;18,92;0,02;36,67;30,27
158;30,02;18,92;0,19;33,28;27,28
158;30,02;18,92;0,38;31,89;26,29
158;30,02;18,92;0,57;30,61;25,31
158;30,02;18,92;0,76;30,38;25,08
158;30,02;18,92;0,95;29,97;24,67
158;30,02;18,92;1,89;29,92;26,32
158;30,02;18,92;2,84;27,22;24,02
158;30,02;18,92;4,73;25,37;22,77
158;30,02;18,92;6,62;23,46;21,36
158;30,02;18,92;8,51;22;20,2
158;30,02;18,92;10,41;20,02;18,52
158;30,02;18,92;12,3;17,63;16,43
158;30,02;18,92;14,1;14,01;12,81
158;30,02;18,92;16,16;7,1;6,6
158;30,02;18,92;17,97;4,01;3,61
159;25,27;18,55;0,04;31,15;25,15
159;25,27;18,55;0,19;29,54;24,64
159;25,27;18,55;0,37;28,68;23,78
159;25,27;18,55;0,56;27,54;23,14
159;25,27;18,55;0,74;26,58;22,28
159;25,27;18,55;0,93;25,37;21,17
159;25,27;18,55;1,86;24,67;20,87
159;25,27;18,55;2,78;23,05;19,55
159;25,27;18,55;4,64;20,82;17,82
159;25,27;18,55;6,49;19,03;16,93
159;25,27;18,55;8,35;17,51;15,51
159;25,27;18,55;10,24;15,57;14,57
159;25,27;18,55;12,06;12,92;12,32
159;25,27;18,55;13,91;10,28;9,68
159;25,27;18,55;15,77;6,59;6,09
159;25,27;18,55;17,62;2,52;2,32
160;45,36;23,86;0,06;52,59;44,79
160;45,36;23,86;0,23;48,51;41,51
160;45,36;23,86;0,47;44,68;38,48
160;45,36;23,86;0,71;44,12;38,42
160;45,36;23,86;0,95;44,02;38,32
160;45,36;23,86;1,19;43,99;38,29
160;45,36;23,86;2,38;43,61;41,11
160;45,36;23,86;3,57;43,29;40,79
160;45,36;23,86;5,96;39,79;37,79
160;45,36;23,86;8,35;36,29;34,29
160;45,36;23,86;10,73;33,42;32,42
160;45,36;23,86;12,9;31,64;30,94
160;45,36;23,86;15,5;24,19;23,59
160;45,36;23,86;17,89;18,08;17,68
160;45,36;23,86;20,28;10,89;10,69
160;45,36;23,86;22,66;2,87;2,87
162;49,02;27,22;0,05;59,29;50,29
162;49,02;27,22;0,27;54,97;46,47
162;49,02;27,22;0,54;52,76;44,56
162;49,02;27,22;0,81;51,58;43,58
162;49,02;27,22;1,08;50,43;43,23
162;49,02;27,22;1,36;48,38;41,98
162;49,02;27,22;2,72;45,52;40,02
162;49,02;27,22;4,08;44,5;40,3
162;49,02;27,22;6,8;41,7;38,8
162;49,02;27,22;9,52;38,83;36,43
162;49,02;27,22;12,24;32,56;30,36
162;49,02;27,22;14,97;27,85;25,85
162;49,02;27,22;17,69;24,61;23,21
162;49,02;27,22;20,41;16,23;15,63
162;49,02;27,22;23,13;9,87;9,47
162;49,02;27,22;25,85;4,46;4,26
163;26,1;18,7;0,05;34,53;29,63
163;26,1;18,7;0,18;31;26,1
163;26,1;18,7;0,37;29,15;24,35
163;26,1;18,7;0,56;28,1;23,3
163;26,1;18,7;0,74;27,72;22,92
163;26,1;18,7;0,93;27,11;22,31
163;26,1;18,7;1,87;26,96;23,46
163;26,1;18,7;2,8;24,83;21,53
163;26,1;18,7;4,67;23,24;20,34
163;26,1;18,7;6,54;20,5;17,9
163;26,1;18,7;8,41;18,84;16,34
163;26,1;18,7;10,28;17,19;15,09
163;26,1;18,7;12,15;13,69;12,49
163;26,1;18,7;14,02;10,54;9,64
163;26,1;18,7;15,89;5,95;5,45
163;26,1;18,7;17,76;2,23;2,03
164;37,43;20,56;0,03;44,02;38,52
164;37,43;20,56;0,2;40,75;35,75
164;37,43;20,56;0,41;40,17;35,17
164;37,43;20,56;0,61;37,79;32,79
164;37,43;20,56;0,82;37,3;32,4
164;37,43;20,56;1,02;36,48;32,18
164;37,43;20,56;2,05;36,13;32,63
164;37,43;20,56;3,08;35,01;31,51
164;37,43;20,56;5,14;32,56;29,06
164;37,43;20,56;7,19;30,18;26,68
164;37,43;20,56;9,25;27,15;24,05
164;37,43;20,56;11,3;23,62;21,32
164;37,43;20,56;13,36;20,09;18,49
164;37,43;20,56;15,42;14,96;13,86
164;37,43;20,56;17,47;8,66;7,96
164;37,43;20,56;19,53;2,36;2,06
165;21,96;15,73;0,02;27,82;24,32
165;21,96;15,73;0,15;26,64;23,14
165;21,96;15,73;0,31;24,89;21,39
165;21,96;15,73;0,47;23,73;20,53
165;21,96;15,73;0,62;23;19,8
165;21,96;15,73;0,78;22,36;19,16
165;21,96;15,73;1,57;21,42;18,42
165;21,96;15,73;2,35;20,69;17,99
165;21,96;15,73;3,93;19,48;17,38
165;21,96;15,73;5,5;17,98;16,28
165;21,96;15,73;7,07;16,23;15,03
165;21,96;15,73;8,65;14,01;13,11
165;21,96;15,73;10,22;11,78;11,18
165;21,96;15,73;11,79;9,52;9,02
165;21,96;15,73;13,37;5,51;5,11
165;21,96;15,73;14,94;1,72;1,72
166;35,49;18,17;0,09;42,84;34,54
166;35,49;18,17;0,18;41,29;34,09
166;35,49;18,17;0,36;38,61;31,61
166;35,49;18,17;0,54;36,9;30,4
166;35,49;18,17;0,72;35,44;29,44
166;35,49;18,17;0,9;34,73;29,03
166;35,49;18,17;1,81;33,63;29,13
166;35,49;18,17;2,72;32,59;28,09
166;35,49;18,17;4,54;29,6;26,1
166;35,49;18,17;6,35;28,17;25,17
166;35,49;18,17;8,17;23,71;20,91
166;35,49;18,17;9,9;21,45;19,25
166;35,49;18,17;11,81;15,34;14,24
166;35,49;18,17;13,62;11,24;10,44
166;35,49;18,17;15,44;5,83;5,63
166;35,49;18,17;17,26;2,23;2,23
167;29,79;18,45;0,05;35,18;30,08
167;29,79;18,45;0,18;33,69;29,09
167;29,79;18,45;0,36;32,03;27,53
167;29,79;18,45;0,55;30,7;26,2
167;29,79;18,45;0,73;29,66;25,46
167;29,79;18,45;0,92;29,18;25,18
167;29,79;18,45;1,84;28,74;25,74
167;29,79;18,45;2,76;28,33;25,33
167;29,79;18,45;4,61;26,55;24,05
167;29,79;18,45;6,5;23,17;21,07
167;29,79;18,45;8,4;21,17;19,77
167;29,79;18,45;10,14;19;17,7
167;29,79;18,45;11,99;17,76;16,86
167;29,79;18,45;13,83;12,92;12,32
167;29,79;18,45;15,68;7,96;7,56
167;29,79;18,45;17,52;2,29;2,09
168;40,62;20,45;0,03;54,55;47,75
168;40,62;20,45;0,2;48,27;42,27
168;40,62;20,45;0,4;45,13;39,63
168;40,62;20,45;0,61;42,51;38,01
168;40,62;20,45;0,81;41,74;37,24
168;40,62;20,45;1,02;41,42;36,92
168;40,62;20,45;2,04;40,49;36,99
168;40,62;20,45;3,06;37,56;34,56
168;40,62;20,45;5,11;35,01;32,01
168;40,62;20,45;7,15;32,85;31,05
168;40,62;20,45;9,2;30,33;28,53
168;40,62;20,45;11,24;27,72;26,72
168;40,62;20,45;13,29;24,64;23,74
168;40,62;20,45;15,33;18,14;17,44
168;40,62;20,45;17,38;9,55;9,15
168;40,62;20,45;19,42;2,52;2,32
169;19,89;13,55;0,05;25,26;22,76
169;19,89;13,55;0,13;24,94;22,44
169;19,89;13,55;0,27;23,19;20,69
169;19,89;13,55;0,4;21,88;19,58
169;19,89;13,55;0,54;19,81;17,51
169;19,89;13,55;0,67;18,87;16,87
169;19,89;13,55;1,35;18,56;17,56
169;19,89;13,55;2,03;16,9;15,9
169;19,89;13,55;3,38;15,6;14,6
169;19,89;13,55;4,74;14,64;13,64
169;19,89;13,55;6,09;14,58;13,58
169;19,89;13,55;7,45;14,42;13,52
169;19,89;13,55;8,77;11,71;10,81
169;19,89;13,55;10,1;8,66;8,06
169;19,89;13,55;11,51;4,17;3,97
169;19,89;13,55;12,87;1,59;1,59
170;27,37;17,82;0,05;35,26;29,76
170;27,37;17,82;0,17;33,19;27,69
170;27,37;17,82;0,35;30,15;25,15
170;27,37;17,82;0,53;28,01;23,01
170;27,37;17,82;0,71;27,7;22,7
170;27,37;17,82;0,89;27,35;22,35
170;27,37;17,82;1,78;26,8;24,8
170;27,37;17,82;2,67;25,31;23,31
170;27,37;17,82;4,45;23,17;21,17
